What is the primary architectural innovation of the Transformer model compared to previous sequence transduction models?,"It relies entirely on attention mechanisms, completely dispensing with recurrence and convolutions."
Why is the sequential nature of recurrent neural networks considered a fundamental constraint in training?,"It precludes parallelization within training examples, which is critical for processing longer sequences."
"In the Transformer, what is the computational complexity of relating signals between two arbitrary positions compared to convolutional models like ConvS2S?","The Transformer reduces the number of operations to a constant, whereas ConvS2S requires a linear number of operations."
The Transformer's encoder and decoder stacks both consist of how many identical layers?,Each stack consists of $N = 6$ identical layers.
What two sub-layers are present in each layer of the Transformer's encoder?,A multi-head self-attention mechanism and a position-wise fully connected feed-forward network.
How are residual connections integrated within each sub-layer of the Transformer?,"The model employs a residual connection around each sub-layer, followed by layer normalization."
"What is the fixed output dimension, denoted as $d_{model}$, for all sub-layers and embedding layers in the Transformer?",512
What third sub-layer does the Transformer decoder include that is not present in the encoder layers?,A multi-head attention sub-layer that operates over the output of the encoder stack.
What modification is made to the self-attention sub-layer in the decoder to maintain the auto-regressive property?,Masking is applied to prevent positions from attending to subsequent positions.
How is the output of an attention function generally computed according to the Transformer paper?,"As a weighted sum of the values, where weights are determined by a compatibility function of the query with corresponding keys."
Formula: Scaled Dot-Product Attention,"$Attention(Q, K, V) = softmax(\frac{QK^T}{\sqrt{d_k}})V$"
Why is dot-product attention preferred over additive attention in the Transformer implementation?,It is faster and more space-efficient because it can be implemented using highly optimized matrix multiplication code.
What is the purpose of scaling the dot products by $\frac{1}{\sqrt{d_k}}$ in the attention mechanism?,To prevent dot products from growing large in magnitude and pushing the softmax function into regions with extremely small gradients.
Concept: Multi-Head Attention,Definition: An attention mechanism that jointly attends to information from different representation subspaces at different positions by using multiple parallel linear projections.
"In the base Transformer model, how many parallel attention heads ($h$) are utilized?",8
"In the Transformer's multi-head attention, what is the dimensionality of each individual head ($d_k$ and $d_v$) when $d_{model} = 512$?",64
"In 'encoder-decoder attention' layers, where do the query vectors originate?",The previous decoder layer.
"In 'encoder-decoder attention' layers, from where are the memory keys and values sourced?",The output of the encoder stack.
"Where do the keys, values, and queries come from in the encoder's self-attention layers?",They all come from the output of the previous layer in the encoder.
What two transformations make up the position-wise feed-forward networks in each layer?,Two linear transformations with a ReLU activation in between.
What is the inner-layer dimensionality ($d_{ff}$) of the Transformer's feed-forward networks?,2048
Why must the Transformer incorporate 'positional encodings' into its input embeddings?,"Because the model contains no recurrence or convolution, it needs injected information about the relative or absolute position of tokens."
Formula: Sinusoidal Positional Encoding for even dimensions ($2i$),"$PE(pos, 2i) = sin(pos / 10000^{2i / d_{model}})$"
What is the primary advantage of using sinusoidal positional encodings over learned embeddings?,It may allow the model to extrapolate to sequence lengths longer than those encountered during training.
How does the total computational complexity per layer of self-attention ($O(n^2 \cdot d)$) compare to recurrence ($O(n \cdot d^2)$) when $n < d$?,Self-attention is faster because the sequence length $n$ is smaller than the representation dimension $d$.
What is the minimum number of sequential operations required for a self-attention layer?,$O(1)$
What is the maximum path length between any two positions in a recurrent layer?,$O(n)$
Why is a shorter 'maximum path length' between positions beneficial in a neural network?,It makes it easier for the network to learn long-range dependencies by reducing the distance signals must traverse.
Which optimization algorithm was used to train the Transformer?,Adam
How many 'warmup steps' were used in the learning rate schedule for the base model?,4000
Where is 'Residual Dropout' applied within the Transformer architecture?,To the output of each sub-layer (before addition and normalization) and to the sums of embeddings and positional encodings.
What is the value of the dropout rate ($P_{drop}$) used in the base Transformer model?,0.1
What is the purpose of using 'Label Smoothing' during training?,"It improves accuracy and BLEU score by preventing the model from becoming too confident, though it hurts perplexity."
What BLEU score did the 'Transformer (big)' model achieve on the WMT 2014 English-to-German task?,28.4
How long did it take to train the big Transformer model on eight P100 GPUs for the English-to-German task?,3.5 days
"In the context of model variations, what effect did reducing the attention key size ($d_k$) have on model quality?","It hurt model quality, suggesting that the dot product is not a sufficiently sophisticated compatibility function for small $d_k$."
On which non-translation task did the Transformer demonstrate successful generalization?,English constituency parsing
What type of attention mechanism relates different positions of a single sequence to compute a representation of that sequence?,Self-attention (or intra-attention).
"According to the paper, what is a side benefit of self-attention regarding model analysis?","It can yield more interpretable models, as attention distributions often exhibit behavior related to syntactic and semantic structure."
"In the Transformer, what specific mechanism is used to handle 'long-range dependencies' with a constant number of operations?",Self-attention
What training data set was used for the English-to-German translation task?,WMT 2014 English-German dataset (4.5 million sentence pairs).
What tokenization method was used for the English-German dataset?,Byte-pair encoding (BPE).
"What inference method is used to generate translations, and what was the beam size used in the experiments?",Beam search with a beam size of 4.
The Transformer's position-wise feed-forward networks use linear transformations that are identical across positions but differ in what way?,They use different parameters from layer to layer.
"In the embedding layers, the weights are multiplied by which factor before being used?",$\sqrt{d_{model}}$
What is the maximum path length between any two positions in a convolutional layer with kernel width $k$ and dilated convolutions?,$O(log_k(n))$
How does multi-head attention prevent the inhibition of attending to information from different subspaces?,It avoids averaging all information into a single attention result by running parallel attention heads.
What is the relationship between the representation dimension $d$ and sequence length $n$ in typical state-of-the-art machine translation models?,The sequence length $n$ is most often smaller than the representation dimensionality $d$.
Which training batch size (in terms of tokens) was used for the translation tasks?,"Approximately 25,000 source tokens and 25,000 target tokens per batch."
"In the self-attention restricted approach for long sequences, what is the size of the considered neighborhood in the input sequence?",$r$
What was the length penalty parameter ($\alpha$) used during beam search in the translation tasks?,0.6
Which part of the Penn Treebank was used for the English constituency parsing experiment?,The Wall Street Journal (WSJ) portion.
"In English constituency parsing, the Transformer (4 layers) achieved what $F_1$ score in the semi-supervised setting?",92.7
What was the result of using learned positional embeddings instead of sinusoidal encodings?,Nearly identical results were produced.
The wavelengths of the sinusoidal positional encodings form what type of progression?,A geometric progression from $2\pi$ to $10000 \cdot 2\pi$.